round,device,plate,octday,novd,hour,a1.skirt,h1.skirt,a12.skirt,h12.skirt
3,1,2,44,13,14,26.6,25.7,19.6,20.5
3,1,2,44,13,15,26.6,25.7,19.6,20.5
3,1,2,44,13,16,26.6,25.7,19.6,20.5
3,1,2,44,13,17,26.6,25.7,19.6,20.5
3,1,2,44,13,18,26.6,25.7,19.6,20.5
3,1,2,44,13,19,26.6,25.7,19.6,20.5
3,1,2,44,13,20,26.6,25.7,19.6,20.5
3,1,2,44,13,21,26.6,25.7,19.6,20.5
3,1,2,44,13,22,26.6,25.7,19.6,20.5
3,1,2,44,13,23,26.6,25.7,19.6,20.5
3,1,2,44,13,24,26.6,25.7,19.6,20.5
3,1,2,45,14,1,25.1,25,18.4,19
3,1,2,45,14,2,25.1,25,18.4,19
3,1,2,45,14,3,25.1,25,18.4,19
3,1,2,45,14,4,25.1,25,18.4,19
3,1,2,45,14,5,25.1,25,18.4,19
3,1,2,45,14,6,25.1,25,18.4,19
3,1,2,45,14,7,25.1,25,18.4,19
3,1,2,45,14,8,25.1,25,18.4,19
3,1,2,45,14,9,25.1,25,18.4,19
3,1,2,45,14,10,25.1,25,18.4,19
3,1,2,45,14,11,25.1,25,18.4,19
3,1,2,45,14,12,25.1,25,18.4,19
3,1,2,45,14,13,25.1,25,18.4,19
3,1,2,45,14,14,25.1,25,18.4,19
3,1,2,45,14,15,25.1,25,18.4,19
3,1,2,45,14,16,25.1,25,18.4,19
3,1,2,45,14,17,25.1,25,18.4,19
3,1,2,45,14,18,25.1,25,18.4,19
3,1,2,45,14,19,25.1,25,18.4,19
3,1,2,45,14,20,25.1,25,18.4,19
3,1,2,45,14,21,25.1,25,18.4,19
3,1,2,45,14,22,25.1,25,18.4,19
3,1,2,45,14,23,25.1,25,18.4,19
3,1,2,45,14,24,25.1,25,18.4,19
3,1,2,46,15,1,25.1,25,18.4,19
3,1,2,46,15,2,25.1,25,18.4,19
3,1,2,46,15,3,25.1,25,18.4,19
3,1,2,46,15,4,23.7,24,19.6,19
3,1,2,46,15,5,23.7,24,19.6,19
3,1,2,46,15,6,23.7,24,19.6,19
3,1,2,46,15,7,23.7,24,19.6,19
3,1,2,46,15,8,23.7,24,19.6,19
3,1,2,46,15,9,23.7,24,19.6,19
3,1,2,46,15,10,23.7,24,19.6,19
3,1,2,46,15,11,23.7,24,19.6,19
3,1,2,46,15,12,23.7,24,19.6,19
3,1,2,46,15,13,23.7,24,19.6,19
3,1,2,46,15,14,23.7,24,19.6,19
3,1,2,46,15,15,23.7,24,19.6,19
3,1,2,46,15,16,23.7,24,19.6,19
3,1,2,46,15,17,23.7,24,19.6,19
3,1,2,46,15,18,23.7,24,19.6,19
3,1,2,46,15,19,23.7,24,19.6,19
3,1,2,46,15,20,23.7,24,19.6,19
3,1,2,46,15,21,23.7,24,19.6,19
3,1,2,46,15,22,23.7,24,19.6,19
3,1,2,46,15,23,23.7,24,19.6,19
3,1,2,46,15,24,23.7,24,19.6,19
3,1,2,47,16,1,23.7,24,19.6,19
3,1,2,47,16,2,23.7,24,19.6,19
3,1,2,47,16,3,23.7,24,19.6,19
3,1,2,47,16,4,23.7,24,19.6,19
3,1,2,47,16,5,20.9,21,18.8,18.5
3,1,2,47,16,6,18,18,18,18
3,1,2,47,16,7,18,18,18,18
3,1,2,47,16,8,18,18,18,18
3,1,2,47,16,9,18,18,18,18
3,1,2,47,16,10,18,18,18,18
3,1,2,47,16,11,18,18,18,18
3,1,2,47,16,12,18,18,18,18
3,1,2,47,16,13,18,18,18,18
3,1,2,47,16,14,18,18,18,18
3,1,2,47,16,15,18,18,18,18
3,1,2,47,16,16,18,18,18,18
3,1,2,47,16,17,18,18,18,18
3,1,2,47,16,18,19.2,19.2,18.2,18.1
3,1,2,47,16,19,20.5,20.5,18.5,18.1
3,1,2,47,16,20,21.7,21.7,18.7,18.2
3,1,2,47,16,21,23,23,19,18.2
3,1,2,47,16,22,24.2,24.2,19.2,18.3
3,1,2,47,16,23,24.2,24.2,19.2,18.3
3,1,2,47,16,24,24.2,24.2,19.2,18.3
3,1,2,48,17,1,24.2,24.2,19.2,18.3
3,1,2,48,17,2,24.2,24.2,19.2,18.3
3,1,2,48,17,3,24.2,24.2,19.2,18.3
3,1,2,48,17,4,24.2,24.2,19.2,18.3
3,1,2,48,17,5,24.2,24.2,19.2,18.3
3,1,2,48,17,6,24.2,24.2,19.2,18.3
3,1,2,48,17,7,24.2,24.2,19.2,18.3
3,1,2,48,17,8,24.2,24.2,19.2,18.3
3,1,2,48,17,9,24.2,24.2,19.2,18.3
3,1,2,48,17,10,24.2,24.2,19.2,18.3
3,1,2,48,17,11,24.2,24.2,19.2,18.3
3,1,2,48,17,12,24.2,24.2,19.2,18.3
3,1,2,48,17,13,24.2,24.2,19.2,18.3
3,1,2,48,17,14,24.2,24.2,19.2,18.3
3,1,2,48,17,15,24.2,24.2,19.2,18.3
3,1,2,48,17,16,24.2,24.2,19.2,18.3
3,1,2,48,17,17,24.2,24.2,19.2,18.3
3,1,2,48,17,18,24.2,24.2,19.2,18.3
3,1,2,48,17,19,24.2,24.2,19.2,18.3
3,1,2,48,17,20,24.2,24.2,19.2,18.3
3,1,2,48,17,21,24.2,24.2,19.2,18.3
3,1,2,48,17,22,24.2,24.2,19.2,18.3
3,1,2,48,17,23,24.2,24.2,19.2,18.3
3,1,2,48,17,24,24.2,24.2,19.2,18.3
3,1,2,49,18,1,24.2,24.2,19.2,18.3
3,1,2,49,18,2,24.2,24.2,19.2,18.3
3,1,2,49,18,3,23.7,24.4,19.1,18.7
3,1,2,49,18,4,23.2,24.5,19,19.1
3,1,2,49,18,5,23.2,24.5,19,19.1
3,1,2,49,18,6,23.2,24.5,19,19.1
3,1,2,49,18,7,23.2,24.5,19,19.1
3,1,2,49,18,8,23.2,24.5,19,19.1
3,1,2,49,18,9,23.2,24.5,19,19.1
3,1,2,49,18,10,23.2,24.5,19,19.1
3,1,2,49,18,11,23.2,24.5,19,19.1
3,1,2,49,18,12,23.2,24.5,19,19.1
3,1,2,49,18,13,23.2,24.5,19,19.1
3,1,2,49,18,14,23.2,24.5,19,19.1
3,1,2,49,18,15,23.2,24.5,19,19.1
3,1,2,49,18,16,23.2,24.5,19,19.1
3,1,2,49,18,17,23.2,24.5,19,19.1
3,1,2,49,18,18,23.2,24.5,19,19.1
3,1,2,49,18,19,23.2,24.5,19,19.1
3,1,2,49,18,20,23.2,24.5,19,19.1
3,1,2,49,18,21,23.2,24.5,19,19.1
3,1,2,49,18,22,23.2,24.5,19,19.1
3,1,2,49,18,23,23.2,24.5,19,19.1
3,1,2,49,18,24,23.2,24.5,19,19.1
3,1,2,50,19,1,23.2,24.5,19,19.1
3,1,2,50,19,2,22.8,24,18.7,18.7
3,1,2,50,19,3,22.8,24,18.7,18.7
3,1,2,50,19,4,22.8,24,18.7,18.7
3,1,2,50,19,5,22.8,24,18.7,18.7
3,1,2,50,19,6,22.8,24,18.7,18.7
3,1,2,50,19,7,22.8,24,18.7,18.7
3,1,2,50,19,8,22.8,24,18.7,18.7
3,1,2,50,19,9,22.8,24,18.7,18.7
3,1,2,50,19,10,22.8,24,18.7,18.7
3,2,3,43,12,19,23.6,23.6,23.6,23.6
3,2,3,43,12,20,23.8,23.9,23,23.2
3,2,3,43,12,21,24,24.2,22.4,22.7
3,2,3,43,12,22,24.3,24.6,21.8,22.3
3,2,3,43,12,23,24.5,24.9,21.2,21.8
3,2,3,43,12,24,24.7,25.2,20.6,21.4
3,2,3,44,13,1,24.7,25.2,20.6,21.4
3,2,3,44,13,2,24.7,25.2,20.6,21.4
3,2,3,44,13,3,24.7,25.2,20.6,21.4
3,2,3,44,13,4,24.7,25.2,20.6,21.4
3,2,3,44,13,5,24.7,25.2,20.6,21.4
3,2,3,44,13,6,24.7,25.2,20.6,21.4
3,2,3,44,13,7,24.7,25.2,20.6,21.4
3,2,3,44,13,8,24.7,25.2,20.6,21.4
3,2,3,44,13,9,24.7,25.2,20.6,21.4
3,2,3,44,13,10,24.7,25.2,20.6,21.4
3,2,3,44,13,11,24.7,25.2,20.6,21.4
3,2,3,44,13,12,24.7,25.2,20.6,21.4
3,2,3,44,13,13,24.7,25.2,20.6,21.4
3,2,3,44,13,14,24.7,25.2,20.6,21.4
3,2,3,44,13,15,24.7,25.2,20.6,21.4
3,2,3,44,13,16,24.7,25.2,20.6,21.4
3,2,3,44,13,17,24.7,25.2,20.6,21.4
3,2,3,44,13,18,24.7,25.2,20.6,21.4
3,2,3,44,13,19,24.7,25.2,20.6,21.4
3,2,3,44,13,20,24.7,25.2,20.6,21.4
3,2,3,44,13,21,24.7,25.2,20.6,21.4
3,2,3,44,13,22,24.7,25.2,20.6,21.4
3,2,3,44,13,23,24.7,25.2,20.6,21.4
3,2,3,44,13,24,24.7,25.2,20.6,21.4
3,2,3,45,14,1,24.5,24.9,20.8,20.2
3,2,3,45,14,2,24.5,24.9,20.8,20.2
3,2,3,45,14,3,24.5,24.9,20.8,20.2
3,2,3,45,14,4,24.5,24.9,20.8,20.2
3,2,3,45,14,5,24.5,24.9,20.8,20.2
3,2,3,45,14,6,24.5,24.9,20.8,20.2
3,2,3,45,14,7,24.5,24.9,20.8,20.2
3,2,3,45,14,8,24.5,24.9,20.8,20.2
3,2,3,45,14,9,24.5,24.9,20.8,20.2
3,2,3,45,14,10,24.5,24.9,20.8,20.2
3,2,3,45,14,11,24.5,24.9,20.8,20.2
3,2,3,45,14,12,24.5,24.9,20.8,20.2
3,2,3,45,14,13,24.5,24.9,20.8,20.2
3,2,3,45,14,14,24.5,24.9,20.8,20.2
3,2,3,45,14,15,24.5,24.9,20.8,20.2
3,2,3,45,14,16,24.5,24.9,20.8,20.2
3,2,3,45,14,17,24.5,24.9,20.8,20.2
3,2,3,45,14,18,24.5,24.9,20.8,20.2
3,2,3,45,14,19,24.5,24.9,20.8,20.2
3,2,3,45,14,20,24.5,24.9,20.8,20.2
3,2,3,45,14,21,24.5,24.9,20.8,20.2
3,2,3,45,14,22,24.5,24.9,20.8,20.2
3,2,3,45,14,23,24.5,24.9,20.8,20.2
3,2,3,45,14,24,24.5,24.9,20.8,20.2
3,2,3,46,15,1,24.5,24.9,20.8,20.2
3,2,3,46,15,2,24.5,24.9,20.8,20.2
3,2,3,46,15,3,24.5,24.9,20.8,20.2
3,2,3,46,15,4,24.2,25,20.7,20.4
3,2,3,46,15,5,24.2,25,20.7,20.4
3,2,3,46,15,6,24.2,25,20.7,20.4
3,2,3,46,15,7,24.2,25,20.7,20.4
3,2,3,46,15,8,24.2,25,20.7,20.4
3,2,3,46,15,9,24.2,25,20.7,20.4
3,2,3,46,15,10,24.2,25,20.7,20.4
3,2,3,46,15,11,24.2,25,20.7,20.4
3,2,3,46,15,12,24.2,25,20.7,20.4
3,2,3,46,15,13,24.2,25,20.7,20.4
3,2,3,46,15,14,24.2,25,20.7,20.4
3,2,3,46,15,15,24.2,25,20.7,20.4
3,2,3,46,15,16,24.2,25,20.7,20.4
3,2,3,46,15,17,24.2,25,20.7,20.4
3,2,3,46,15,18,24.2,25,20.7,20.4
3,2,3,46,15,19,24.2,25,20.7,20.4
3,2,3,46,15,20,24.2,25,20.7,20.4
3,2,3,46,15,21,24.2,25,20.7,20.4
3,2,3,46,15,22,24.2,25,20.7,20.4
3,2,3,46,15,23,24.2,25,20.7,20.4
3,2,3,46,15,24,24.2,25,20.7,20.4
3,2,3,47,16,1,24.2,25,20.7,20.4
3,2,3,47,16,2,24.2,25,20.7,20.4
3,2,3,47,16,3,24.2,25,20.7,20.4
3,2,3,47,16,4,24.2,25,20.7,20.4
3,2,3,47,16,5,21.1,21.5,18.9,18.7
3,2,3,47,16,6,18,18,17,17
3,2,3,47,16,7,18,18,17,17
3,2,3,47,16,8,18,18,17,17
3,2,3,47,16,9,18,18,17,17
3,2,3,47,16,10,18,18,17,17
3,2,3,47,16,11,18,18,17,17
3,2,3,47,16,12,18,18,17,17
3,2,3,47,16,13,18,18,17,17
3,2,3,47,16,14,18,18,17,17
3,2,3,47,16,15,18,18,17,17
3,2,3,47,16,16,18,18,17,17
3,2,3,47,16,17,18,18,17,17
3,2,3,47,16,18,19.5,19.5,17.6,17.7
3,2,3,47,16,19,20.9,21,18.2,18.4
3,2,3,47,16,20,22.4,22.6,18.9,19.1
3,2,3,47,16,21,23.8,24.1,19.5,19.8
3,2,3,47,16,22,25.3,25.6,20.1,20.5
3,2,3,47,16,23,25.3,25.6,20.1,20.5
3,2,3,47,16,24,25.3,25.6,20.1,20.5
3,2,3,48,17,1,25.3,25.6,20.1,20.5
3,2,3,48,17,2,25.3,25.6,20.1,20.5
3,2,3,48,17,3,25.3,25.6,20.1,20.5
3,2,3,48,17,4,25.3,25.6,20.1,20.5
3,2,3,48,17,5,25.3,25.6,20.1,20.5
3,2,3,48,17,6,25.3,25.6,20.1,20.5
3,2,3,48,17,7,25.3,25.6,20.1,20.5
3,2,3,48,17,8,25.3,25.6,20.1,20.5
3,2,3,48,17,9,25.3,25.6,20.1,20.5
3,2,3,48,17,10,25.3,25.6,20.1,20.5
3,2,3,48,17,11,25.3,25.6,20.1,20.5
3,2,3,48,17,12,25.3,25.6,20.1,20.5
3,2,3,48,17,13,25.3,25.6,20.1,20.5
3,2,3,48,17,14,25.3,25.6,20.1,20.5
3,2,3,48,17,15,25.3,25.6,20.1,20.5
3,2,3,48,17,16,25.3,25.6,20.1,20.5
3,2,3,48,17,17,25.3,25.6,20.1,20.5
3,2,3,48,17,18,25.3,25.6,20.1,20.5
3,2,3,48,17,19,25.3,25.6,20.1,20.5
3,2,3,48,17,20,25.3,25.6,20.1,20.5
3,2,3,48,17,21,25.3,25.6,20.1,20.5
3,2,3,48,17,22,25.3,25.6,20.1,20.5
3,2,3,48,17,23,25.3,25.6,20.1,20.5
3,2,3,48,17,24,25.3,25.6,20.1,20.5
3,2,3,49,18,1,25.3,25.6,20.1,20.5
3,2,3,49,18,2,25.3,25.6,20.1,20.5
3,2,3,49,18,3,25,25.4,19.8,20.2
3,2,3,49,18,4,24.6,25.2,19.4,19.9
3,2,3,49,18,5,24.6,25.2,19.4,19.9
3,2,3,49,18,6,24.6,25.2,19.4,19.9
3,2,3,49,18,7,24.6,25.2,19.4,19.9
3,2,3,49,18,8,24.6,25.2,19.4,19.9
3,2,3,49,18,9,24.6,25.2,19.4,19.9
3,2,3,49,18,10,24.6,25.2,19.4,19.9
3,2,3,49,18,11,24.6,25.2,19.4,19.9
3,2,3,49,18,12,24.6,25.2,19.4,19.9
3,2,3,49,18,13,24.6,25.2,19.4,19.9
3,2,3,49,18,14,24.6,25.2,19.4,19.9
3,2,3,49,18,15,24.6,25.2,19.4,19.9
3,2,3,49,18,16,24.6,25.2,19.4,19.9
3,2,3,49,18,17,24.6,25.2,19.4,19.9
3,2,3,49,18,18,24.6,25.2,19.4,19.9
3,2,3,49,18,19,24.6,25.2,19.4,19.9
3,2,3,49,18,20,24.6,25.2,19.4,19.9
3,2,3,49,18,21,24.6,25.2,19.4,19.9
3,2,3,49,18,22,24.6,25.2,19.4,19.9
3,2,3,49,18,23,24.6,25.2,19.4,19.9
3,2,3,49,18,24,24.6,25.2,19.4,19.9
3,2,3,50,19,1,24.6,25.2,19.4,19.9
3,2,3,50,19,2,24.8,25.3,20.5,20.7
3,2,3,50,19,3,24.8,25.3,20.5,20.7
3,2,3,50,19,4,24.8,25.3,20.5,20.7
3,2,3,50,19,5,24.8,25.3,20.5,20.7
3,2,3,50,19,6,24.8,25.3,20.5,20.7
3,2,3,50,19,7,24.8,25.3,20.5,20.7
3,2,3,50,19,8,24.8,25.3,20.5,20.7
3,2,3,50,19,9,24.8,25.3,20.5,20.7
3,2,3,50,19,10,24.8,25.3,20.5,20.7
3,3,1,43,12,19,23.6,23.6,23.6,23.6
3,3,1,43,12,20,23.5,23.5,22.5,22.9
3,3,1,43,12,21,23.4,23.5,21.4,22.2
3,3,1,43,12,22,23.4,23.4,20.3,21.4
3,3,1,43,12,23,23.3,23.4,19.2,20.7
3,3,1,43,12,24,23.2,23.3,18.1,20
3,3,1,44,13,1,23.2,23.3,18.1,20
3,3,1,44,13,2,23.2,23.3,18.1,20
3,3,1,44,13,3,23.2,23.3,18.1,20
3,3,1,44,13,4,23.2,23.3,18.1,20
3,3,1,44,13,5,23.2,23.3,18.1,20
3,3,1,44,13,6,23.2,23.3,18.1,20
3,3,1,44,13,7,23.2,23.3,18.1,20
3,3,1,44,13,8,23.2,23.3,18.1,20
3,3,1,44,13,9,23.2,23.3,18.1,20
3,3,1,44,13,10,23.2,23.3,18.1,20
3,3,1,44,13,11,23.2,23.3,18.1,20
3,3,1,44,13,12,23.2,23.3,18.1,20
3,3,1,44,13,13,23.2,23.3,18.1,20
3,3,1,44,13,14,23.2,23.3,18.1,20
3,3,1,44,13,15,23.2,23.3,18.1,20
3,3,1,44,13,16,23.2,23.3,18.1,20
3,3,1,44,13,17,23.2,23.3,18.1,20
3,3,1,44,13,18,23.2,23.3,18.1,20
3,3,1,44,13,19,23.2,23.3,18.1,20
3,3,1,44,13,20,23.2,23.3,18.1,20
3,3,1,44,13,21,23.2,23.3,18.1,20
3,3,1,44,13,22,23.2,23.3,18.1,20
3,3,1,44,13,23,23.2,23.3,18.1,20
3,3,1,44,13,24,23.2,23.3,18.1,20
3,3,1,45,14,1,23.3,22.9,18.3,18.4
3,3,1,45,14,2,23.3,22.9,18.3,18.4
3,3,1,45,14,3,23.3,22.9,18.3,18.4
3,3,1,45,14,4,23.3,22.9,18.3,18.4
3,3,1,45,14,5,23.3,22.9,18.3,18.4
3,3,1,45,14,6,23.3,22.9,18.3,18.4
3,3,1,45,14,7,23.3,22.9,18.3,18.4
3,3,1,45,14,8,23.3,22.9,18.3,18.4
3,3,1,45,14,9,23.3,22.9,18.3,18.4
3,3,1,45,14,10,23.3,22.9,18.3,18.4
3,3,1,45,14,11,23.3,22.9,18.3,18.4
3,3,1,45,14,12,23.3,22.9,18.3,18.4
3,3,1,45,14,13,23.3,22.9,18.3,18.4
3,3,1,45,14,14,23.3,22.9,18.3,18.4
3,3,1,45,14,15,23.3,22.9,18.3,18.4
3,3,1,45,14,16,23.3,22.9,18.3,18.4
3,3,1,45,14,17,23.3,22.9,18.3,18.4
3,3,1,45,14,18,23.3,22.9,18.3,18.4
3,3,1,45,14,19,23.3,22.9,18.3,18.4
3,3,1,45,14,20,23.3,22.9,18.3,18.4
3,3,1,45,14,21,23.3,22.9,18.3,18.4
3,3,1,45,14,22,23.3,22.9,18.3,18.4
3,3,1,45,14,23,23.3,22.9,18.3,18.4
3,3,1,45,14,24,23.3,22.9,18.3,18.4
3,3,1,46,15,1,23.3,22.9,18.3,18.4
3,3,1,46,15,2,23.3,22.9,18.3,18.4
3,3,1,46,15,3,23.3,22.9,18.3,18.4
3,3,1,46,15,4,23.7,23.7,18.6,18.6
3,3,1,46,15,5,23.7,23.7,18.6,18.6
3,3,1,46,15,6,23.7,23.7,18.6,18.6
3,3,1,46,15,7,23.7,23.7,18.6,18.6
3,3,1,46,15,8,23.7,23.7,18.6,18.6
3,3,1,46,15,9,23.7,23.7,18.6,18.6
3,3,1,46,15,10,23.7,23.7,18.6,18.6
3,3,1,46,15,11,23.7,23.7,18.6,18.6
3,3,1,46,15,12,23.7,23.7,18.6,18.6
3,3,1,46,15,13,23.7,23.7,18.6,18.6
3,3,1,46,15,14,23.7,23.7,18.6,18.6
3,3,1,46,15,15,23.7,23.7,18.6,18.6
3,3,1,46,15,16,23.7,23.7,18.6,18.6
3,3,1,46,15,17,23.7,23.7,18.6,18.6
3,3,1,46,15,18,23.7,23.7,18.6,18.6
3,3,1,46,15,19,23.7,23.7,18.6,18.6
3,3,1,46,15,20,23.7,23.7,18.6,18.6
3,3,1,46,15,21,23.7,23.7,18.6,18.6
3,3,1,46,15,22,23.7,23.7,18.6,18.6
3,3,1,46,15,23,23.7,23.7,18.6,18.6
3,3,1,46,15,24,23.7,23.7,18.6,18.6
3,3,1,47,16,1,23.7,23.7,18.6,18.6
3,3,1,47,16,2,23.7,23.7,18.6,18.6
3,3,1,47,16,3,23.7,23.7,18.6,18.6
3,3,1,47,16,4,23.7,23.7,18.6,18.6
3,3,1,47,16,5,21.1,21.1,17.6,17.6
3,3,1,47,16,6,18.5,18.5,16.5,16.5
3,3,1,47,16,7,18.5,18.5,16.5,16.5
3,3,1,47,16,8,18.5,18.5,16.5,16.5
3,3,1,47,16,9,18.5,18.5,16.5,16.5
3,3,1,47,16,10,18.5,18.5,16.5,16.5
3,3,1,47,16,11,18.5,18.5,16.5,16.5
3,3,1,47,16,12,18.5,18.5,16.5,16.5
3,3,1,47,16,13,18.5,18.5,16.5,16.5
3,3,1,47,16,14,18.5,18.5,16.5,16.5
3,3,1,47,16,15,18.5,18.5,16.5,16.5
3,3,1,47,16,16,18.5,18.5,16.5,16.5
3,3,1,47,16,17,18.5,18.5,16.5,16.5
3,3,1,47,16,18,19.5,19.5,16.5,17.2
3,3,1,47,16,19,20.5,20.5,16.6,17.9
3,3,1,47,16,20,21.6,21.6,16.6,18.7
3,3,1,47,16,21,22.6,22.6,16.7,19.4
3,3,1,47,16,22,23.6,23.6,16.7,20.1
3,3,1,47,16,23,23.6,23.6,16.7,20.1
3,3,1,47,16,24,23.6,23.6,16.7,20.1
3,3,1,48,17,1,23.6,23.6,16.7,20.1
3,3,1,48,17,2,23.6,23.6,16.7,20.1
3,3,1,48,17,3,23.6,23.6,16.7,20.1
3,3,1,48,17,4,23.6,23.6,16.7,20.1
3,3,1,48,17,5,23.6,23.6,16.7,20.1
3,3,1,48,17,6,23.6,23.6,16.7,20.1
3,3,1,48,17,7,23.6,23.6,16.7,20.1
3,3,1,48,17,8,23.6,23.6,16.7,20.1
3,3,1,48,17,9,23.6,23.6,16.7,20.1
3,3,1,48,17,10,23.6,23.6,16.7,20.1
3,3,1,48,17,11,23.6,23.6,16.7,20.1
3,3,1,48,17,12,23.6,23.6,16.7,20.1
3,3,1,48,17,13,23.6,23.6,16.7,20.1
3,3,1,48,17,14,23.6,23.6,16.7,20.1
3,3,1,48,17,15,23.6,23.6,16.7,20.1
3,3,1,48,17,16,23.6,23.6,16.7,20.1
3,3,1,48,17,17,23.6,23.6,16.7,20.1
3,3,1,48,17,18,23.6,23.6,16.7,20.1
3,3,1,48,17,19,23.6,23.6,16.7,20.1
3,3,1,48,17,20,23.6,23.6,16.7,20.1
3,3,1,48,17,21,23.6,23.6,16.7,20.1
3,3,1,48,17,22,23.6,23.6,16.7,20.1
3,3,1,48,17,23,23.6,23.6,16.7,20.1
3,3,1,48,17,24,23.6,23.6,16.7,20.1
3,3,1,49,18,1,23.6,23.6,16.7,20.1
3,3,1,49,18,2,23.6,23.6,16.7,20.1
3,3,1,49,18,3,24.1,23.7,17.2,19.4
3,3,1,49,18,4,24.6,23.7,17.6,18.6
3,3,1,49,18,5,24.6,23.7,17.6,18.6
3,3,1,49,18,6,24.6,23.7,17.6,18.6
3,3,1,49,18,7,24.6,23.7,17.6,18.6
3,3,1,49,18,8,24.6,23.7,17.6,18.6
3,3,1,49,18,9,24.6,23.7,17.6,18.6
3,3,1,49,18,10,24.6,23.7,17.6,18.6
3,3,1,49,18,11,24.6,23.7,17.6,18.6
3,3,1,49,18,12,24.6,23.7,17.6,18.6
3,3,1,49,18,13,24.6,23.7,17.6,18.6
3,3,1,49,18,14,24.6,23.7,17.6,18.6
3,3,1,49,18,15,24.6,23.7,17.6,18.6
3,3,1,49,18,16,24.6,23.7,17.6,18.6
3,3,1,49,18,17,24.6,23.7,17.6,18.6
3,3,1,49,18,18,24.6,23.7,17.6,18.6
3,3,1,49,18,19,24.6,23.7,17.6,18.6
3,3,1,49,18,20,24.6,23.7,17.6,18.6
3,3,1,49,18,21,24.6,23.7,17.6,18.6
3,3,1,49,18,22,24.6,23.7,17.6,18.6
3,3,1,49,18,23,24.6,23.7,17.6,18.6
3,3,1,49,18,24,24.6,23.7,17.6,18.6
3,3,1,50,19,1,24.6,23.7,17.6,18.6
3,3,1,50,19,2,24.8,24.5,17.9,20.1
3,3,1,50,19,3,24.8,24.5,17.9,20.1
3,3,1,50,19,4,24.8,24.5,17.9,20.1
3,3,1,50,19,5,24.8,24.5,17.9,20.1
3,3,1,50,19,6,24.8,24.5,17.9,20.1
3,3,1,50,19,7,24.8,24.5,17.9,20.1
3,3,1,50,19,8,24.8,24.5,17.9,20.1
3,3,1,50,19,9,24.8,24.5,17.9,20.1
3,3,1,50,19,10,24.8,24.5,17.9,20.1
